,h0_dyn,pv,sub,Netzbezug,Eigenverbrauch,Einspeisung
2016-01-01 00:00:00,0.38695926980491424,0.0,-0.38695926980491424,0.38695926980491424,0.0,0.0
2016-01-01 01:00:00,0.27875305191291705,0.0,-0.27875305191291705,0.27875305191291705,0.0,0.0
2016-01-01 02:00:00,0.2231668784683969,0.0,-0.2231668784683969,0.2231668784683969,0.0,0.0
2016-01-01 03:00:00,0.2036224947913509,0.0,-0.2036224947913509,0.2036224947913509,0.0,0.0
2016-01-01 04:00:00,0.1918008510592592,0.0,-0.1918008510592592,0.1918008510592592,0.0,0.0
2016-01-01 05:00:00,0.19126946964072944,0.0,-0.19126946964072944,0.19126946964072944,0.0,0.0
2016-01-01 06:00:00,0.20287268906522163,0.0,-0.20287268906522163,0.20287268906522163,0.0,0.0
2016-01-01 07:00:00,0.2476152989488375,0.0,-0.2476152989488375,0.2476152989488375,0.0,0.0
2016-01-01 08:00:00,0.4385461248597795,0.0745,-0.3640461248597795,0.3640461248597795,0.0,0.0
2016-01-01 09:00:00,0.6861257663667415,0.4455,-0.2406257663667415,0.2406257663667415,0.0,0.0
2016-01-01 10:00:00,0.8628926323610779,2.0376,1.174707367638922,0.0,0.8628926323610779,1.174707367638922
2016-01-01 11:00:00,1.0047038321463373,0.3317,-0.6730038321463373,0.6730038321463373,0.0,0.0
2016-01-01 12:00:00,1.0241947618614176,0.25830000000000003,-0.7658947618614176,0.7658947618614176,0.0,0.0
2016-01-01 13:00:00,0.8573684287426282,0.0,-0.8573684287426282,0.8573684287426282,0.0,0.0
2016-01-01 14:00:00,0.6745632319130901,0.4183,-0.2562632319130901,0.2562632319130901,0.0,0.0
2016-01-01 15:00:00,0.5778681942830667,0.0,-0.5778681942830667,0.5778681942830667,0.0,0.0
2016-01-01 16:00:00,0.5288398167076855,0.0,-0.5288398167076855,0.5288398167076855,0.0,0.0
2016-01-01 17:00:00,0.6230527603181126,0.0,-0.6230527603181126,0.6230527603181126,0.0,0.0
2016-01-01 18:00:00,0.7753233489748015,0.0,-0.7753233489748015,0.7753233489748015,0.0,0.0
2016-01-01 19:00:00,0.8739261998055705,0.0,-0.8739261998055705,0.8739261998055705,0.0,0.0
2016-01-01 20:00:00,0.793818037703907,0.0,-0.793818037703907,0.793818037703907,0.0,0.0
2016-01-01 21:00:00,0.6720040720273688,0.0,-0.6720040720273688,0.6720040720273688,0.0,0.0
2016-01-01 22:00:00,0.5690145875648751,0.0,-0.5690145875648751,0.5690145875648751,0.0,0.0
2016-01-01 23:00:00,0.41969798669020275,0.0,-0.41969798669020275,0.41969798669020275,0.0,0.0
2016-01-02 00:00:00,0.3324484155428053,0.0,-0.3324484155428053,0.3324484155428053,0.0,0.0
2016-01-02 01:00:00,0.2621969571611947,0.0,-0.2621969571611947,0.2621969571611947,0.0,0.0
2016-01-02 02:00:00,0.20879943576048418,0.0,-0.20879943576048418,0.20879943576048418,0.0,0.0
2016-01-02 03:00:00,0.1969092678298532,0.0,-0.1969092678298532,0.1969092678298532,0.0,0.0
2016-01-02 04:00:00,0.19077136754490295,0.0,-0.19077136754490295,0.19077136754490295,0.0,0.0
2016-01-02 05:00:00,0.19882000219975482,0.0,-0.19882000219975482,0.19882000219975482,0.0,0.0
2016-01-02 06:00:00,0.26342410347197465,0.0,-0.26342410347197465,0.26342410347197465,0.0,0.0
2016-01-02 07:00:00,0.4065724772053608,0.0,-0.4065724772053608,0.4065724772053608,0.0,0.0
2016-01-02 08:00:00,0.5939460633878351,0.0,-0.5939460633878351,0.5939460633878351,0.0,0.0
2016-01-02 09:00:00,0.703243375245663,0.6768,-0.026443375245663092,0.026443375245663092,0.0,0.0
2016-01-02 10:00:00,0.7337558221098122,0.48260000000000003,-0.25115582210981213,0.25115582210981213,0.0,0.0
2016-01-02 11:00:00,0.7691354751651589,0.0,-0.7691354751651589,0.7691354751651589,0.0,0.0
2016-01-02 12:00:00,0.8268023042372494,0.37239999999999995,-0.4544023042372495,0.4544023042372495,0.0,0.0
2016-01-02 13:00:00,0.8228835558702645,0.0,-0.8228835558702645,0.8228835558702645,0.0,0.0
2016-01-02 14:00:00,0.7616370717384848,0.0,-0.7616370717384848,0.7616370717384848,0.0,0.0
2016-01-02 15:00:00,0.7137849872976713,0.0,-0.7137849872976713,0.7137849872976713,0.0,0.0
2016-01-02 16:00:00,0.7183970976417902,0.0,-0.7183970976417902,0.7183970976417902,0.0,0.0
2016-01-02 17:00:00,0.8960177728581296,0.0,-0.8960177728581296,0.8960177728581296,0.0,0.0
2016-01-02 18:00:00,1.0396506717095737,0.0,-1.0396506717095737,1.0396506717095737,0.0,0.0
2016-01-02 19:00:00,1.0432397601399455,0.0,-1.0432397601399455,1.0432397601399455,0.0,0.0
2016-01-02 20:00:00,0.8538281475953216,0.0,-0.8538281475953216,0.8538281475953216,0.0,0.0
2016-01-02 21:00:00,0.6658349355763387,0.0,-0.6658349355763387,0.6658349355763387,0.0,0.0
2016-01-02 22:00:00,0.6083213523382583,0.0,-0.6083213523382583,0.6083213523382583,0.0,0.0
2016-01-02 23:00:00,0.516036680205125,0.0,-0.516036680205125,0.516036680205125,0.0,0.0
2016-01-03 00:00:00,0.38818089367456454,0.0,-0.38818089367456454,0.38818089367456454,0.0,0.0
2016-01-03 01:00:00,0.2796304178229463,0.0,-0.2796304178229463,0.2796304178229463,0.0,0.0
2016-01-03 02:00:00,0.22386713171758657,0.0,-0.22386713171758657,0.22386713171758657,0.0,0.0
2016-01-03 03:00:00,0.20425947975592545,0.0,-0.20425947975592545,0.20425947975592545,0.0,0.0
2016-01-03 04:00:00,0.19239902673436798,0.0,-0.19239902673436798,0.19239902673436798,0.0,0.0
2016-01-03 05:00:00,0.19186416321018263,0.0,-0.19186416321018263,0.19186416321018263,0.0,0.0
2016-01-03 06:00:00,0.20350152580794842,0.0,-0.20350152580794842,0.20350152580794842,0.0,0.0
